ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2017-En-41454	@macmacm43 jeezus God #dark	0	0	1	1	0	0	0	0	1	0	0
2017-En-30948	Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure	0	0	1	0	1	0	1	1	1	0	1
2017-En-40661	ya boy gets mad tired of pine trees	1	0	1	0	0	0	0	1	1	0	0
2017-En-21458	I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.	0	0	1	1	0	0	0	1	1	0	0
2017-En-20082	r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!	0	0	0	1	0	0	0	0	1	0	0
2017-En-30203	Be happy not because everything is good, but because you can see the good side of everything  #optimism	0	0	0	0	1	0	1	0	0	0	0
2017-En-30029	It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting	0	0	0	0	1	1	1	0	0	0	0
2017-En-40767	I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny	0	0	0	0	1	0	1	0	0	0	0
2017-En-20448	@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll	0	0	0	1	0	0	1	1	0	0	0
2017-En-30001	Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂	0	0	0	0	1	1	0	0	0	0	0
2017-En-41185	@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile	0	0	0	0	1	0	1	0	0	0	0
2017-En-21560	Wtf are United doing, shocking defending	1	0	1	0	0	0	0	0	0	0	0
2017-En-31438	Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016	0	1	0	0	1	0	1	0	0	1	0
2017-En-40699	Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip	0	0	0	0	0	0	1	0	0	0	0
2017-En-20633	Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is 	0	1	1	0	0	0	0	0	1	0	0
2017-En-10751	@pianimadi regarde tes snap	0	0	0	0	0	0	0	0	0	0	0
2017-En-11467	Is there a perfume that smells like the smell of smokey incense because i would be all about that	0	0	0	0	1	0	0	0	0	0	0
2017-En-11100	@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils	0	0	0	0	0	0	0	0	1	0	0
2017-En-31279	But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.	0	0	0	0	1	1	1	0	0	0	0
2017-En-31453	you know it's beauty when the smile is her best curve	0	0	0	0	1	1	1	0	0	0	1
2017-En-11048	#Scorpio always seek revenge!	1	0	1	0	0	0	0	1	0	0	0
2017-En-10755	I wish the next madden has a story mode too. Just like Fifa 17 #madden	0	0	0	0	0	0	0	0	0	0	0
2017-En-11654	Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck	1	0	1	0	0	0	0	1	1	0	0
2017-En-11224	The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me	1	0	1	0	0	0	0	0	1	0	0
2017-En-20013	#panic Panic attack from fear of starting new medication	0	0	0	1	0	0	0	0	0	0	0
2017-En-22036	@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths	0	0	1	1	0	0	0	0	0	0	0
2017-En-31253	Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092	0	0	0	0	1	1	1	0	0	0	0
2017-En-20014	Job interview in the afternoon #nervous #ek	0	1	0	1	0	0	0	1	0	0	0
2017-En-41165	@OniLink86 @DarekMeridian lmao awe...  #sad	0	0	0	0	0	0	0	0	1	0	0
2017-En-31512	I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote	0	0	0	0	1	0	1	0	0	0	0
2017-En-31153	You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. 	0	0	0	0	1	1	1	0	0	0	1
2017-En-20376	Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit	1	0	1	1	0	0	0	0	0	0	0
2017-En-40362	@PurpleReplisol meden is frowning at you with her non existent face	1	0	1	0	0	0	0	0	0	0	0
2017-En-31499	@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 	0	0	0	0	1	1	0	0	0	0	0
2017-En-20201	still shaking though 🙃	0	0	0	1	1	0	0	0	0	0	0
2017-En-20123	When you arrive at the office the day before your first ever festival and the Internet is down #panic	0	0	0	1	0	0	0	0	1	0	0
2017-En-10051	People fuckin irritate me	1	0	1	0	0	0	0	0	1	0	0
2017-En-40969	So drunk me hid my keys very well sober me couldn't find it anywhere	0	0	0	0	0	0	0	0	1	0	0
2017-En-21191	They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.	1	0	0	0	0	0	0	1	0	0	0
2017-En-40082	So depressing that it's darker so much earlier now	0	0	0	0	0	0	0	1	1	0	0
2017-En-40888	I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!	0	0	0	0	0	1	1	0	0	0	0
2017-En-40600	@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate	0	0	0	0	0	0	0	1	1	0	0
2017-En-30457	@LoriAlan1 Seriously. Digging those eyebrows. #animated	0	0	0	0	1	0	0	0	0	0	0
2017-En-41191	Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite	0	0	0	0	0	0	1	0	1	0	0
2017-En-20897	As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊	0	1	0	0	1	1	1	0	0	0	0
2017-En-31372	#Taurus females are beautiful, sparkling jewels glowing in the moonlight.	0	0	0	0	1	1	0	0	0	0	0
2017-En-40705	@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal	0	1	0	0	1	0	1	0	0	0	0
2017-En-10627	Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!	1	0	1	0	0	0	0	0	1	0	0
2017-En-11507	@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.	1	0	1	0	0	0	0	0	0	1	0
2017-En-11478	hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18	0	1	0	0	1	0	1	0	0	0	0
2017-En-30292	Watch this amazing live.ly broadcast by @footballrocks123456  #musically	0	0	0	0	1	0	0	0	0	0	0
2017-En-10539	@vladfucker69 i look rabid	0	0	1	0	0	0	0	0	0	0	0
2017-En-11649	@baileygazteacow NO. The gay guy and the dad revenge fucking	1	0	1	0	0	0	0	0	0	0	0
2017-En-21388	@PARISDENNARD why should I listen to someone with a tie like that? #awful	1	0	1	0	0	0	0	0	0	0	0
2017-En-10073	Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡	1	1	1	0	0	0	0	0	1	0	0
2017-En-10216	I don't talk about politics because people nowadays get offended easily!	1	0	1	0	0	0	0	0	0	0	1
2017-En-10680	@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —	0	0	1	0	1	0	0	0	0	0	0
2017-En-11692	@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch	1	0	1	0	0	0	0	0	0	0	0
2017-En-21512	Why are all of these people leaving Blizzard??? D: It's giving me a frighten!	0	0	0	1	0	0	0	0	0	0	0
2017-En-30612	@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig	0	0	0	0	1	1	1	0	0	0	0
2017-En-30946	My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky 	0	0	0	0	1	1	1	0	0	0	0
2017-En-30456	“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou	0	0	0	0	1	0	1	0	0	0	0
2017-En-30633	@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too	0	1	0	0	1	0	1	0	0	0	0
2017-En-20685	In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire	0	0	0	0	0	0	0	0	0	0	0
2017-En-40414	@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -	0	1	0	0	0	0	0	0	1	0	0
2017-En-21047	@GSchwartz_ it wasn't a joke . 	1	0	1	0	0	0	0	0	0	0	0
2017-En-10372	Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.	1	0	1	0	0	0	0	0	0	0	0
2017-En-30128	Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran	0	0	0	0	1	0	1	0	0	0	0
2017-En-21082	I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. 	0	0	0	0	1	1	1	0	0	0	0
2017-En-22239	 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor	0	0	0	0	0	0	0	0	0	0	0
2017-En-11383	Lol Adam the Bull with his fake outrage...	1	0	1	0	1	0	0	0	0	0	0
2017-En-21592	@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂	0	0	0	0	1	0	0	0	0	0	0
2017-En-40971	@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW	1	0	0	0	1	0	1	0	0	0	0
2017-En-40853	@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.	1	0	1	0	0	0	0	0	0	0	0
2017-En-11113	@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂	1	0	0	0	1	0	1	0	0	0	0
2017-En-11473	@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted😬	1	0	1	0	0	1	0	1	0	0	0
2017-En-11188	some of the casuals tweets that Vic has faved are making me gag 	0	0	1	0	1	0	0	1	1	0	0
2017-En-30334	@doctorofinfo I was just introducing a little levity to the convo. Yep!	0	1	0	0	1	0	1	0	0	0	0
2017-En-11286	@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway	1	0	1	0	0	0	0	0	1	0	0
2017-En-30319	Watch this amazing live.ly broadcast by @huntermcaseyy  #musically	0	0	0	0	1	0	0	0	0	0	0
2017-En-30968	Keep smiling :)	0	0	0	0	1	1	1	0	0	0	0
2017-En-40045	Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching	0	0	0	0	0	0	0	1	1	0	0
2017-En-10101	The majority of people irritate the fuck out of me, cba with people ahahah	1	0	1	0	0	0	0	0	0	0	0
2017-En-20892	@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible	0	0	1	0	0	0	0	0	0	0	0
2017-En-31407	No doubt.... #smiling ...the best #medicine 😊😊😊	0	0	0	0	1	0	1	0	0	0	0
2017-En-21790	@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC	0	0	1	1	0	0	0	1	0	0	0
2017-En-22016	okay false alarm it's working again	0	1	0	0	0	0	0	0	0	1	0
2017-En-21875	Omg I actually thought she was going to jump.  #SouthPark20 #southpark	0	1	0	1	1	0	0	0	0	1	0
2017-En-20453	Men cannot even handle the suspicion of a horn farless 😩	1	0	1	0	0	0	0	0	1	0	0
2017-En-40824	On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober	0	0	0	0	0	0	1	0	1	0	0
2017-En-11042	ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....	1	1	1	0	0	0	0	1	1	0	0
2017-En-30222	@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways	0	0	0	0	1	1	1	0	0	0	0
2017-En-30497	Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords	0	0	0	0	0	0	1	0	0	0	1
2017-En-40278	stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML	1	0	1	0	0	0	0	0	1	0	0
2017-En-21223	T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp	0	0	0	0	0	0	0	0	0	0	0
2017-En-31228	@LBC_Charlotte just watched you on the great wall #hilarious 😆	0	0	0	0	1	1	0	0	0	0	0
2017-En-21794	Ffs dreadful defending	1	0	1	0	0	0	0	0	1	0	0
2017-En-11236	Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.	1	0	1	0	0	0	0	0	0	0	0
2017-En-31415	@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile	0	0	0	0	1	1	0	0	0	0	0
2017-En-30288	Thank you @twitter for the balloons today.  #goodday #48	0	0	0	0	1	0	1	0	0	0	0
2017-En-21128	When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords	0	0	0	0	1	0	1	0	0	0	0
2017-En-10069	I lost a couple niggas I want revenge so put me in coach	1	0	1	0	0	0	0	0	1	0	0
2017-En-40913	John and his 'magic box' #lost	1	0	1	0	0	0	0	0	1	0	0
2017-En-31416	@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his 	0	0	0	0	1	1	1	0	0	0	1
2017-En-10779	I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 	0	1	0	0	1	1	1	0	0	0	1
2017-En-41353	Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious	1	0	0	0	0	0	0	1	1	0	0
2017-En-10270	@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?	1	0	1	0	0	0	0	0	0	0	0
2017-En-11005	@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite 	1	0	0	0	0	0	0	0	0	0	0
2017-En-31100	@SeveChambers i'm elated, thank you for your help! can i apply to be verified?	0	0	0	0	1	1	1	0	0	0	0
2017-En-31290	WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass	1	0	0	0	0	0	0	0	0	0	0
2017-En-20131	@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.	0	0	0	1	0	0	0	1	0	0	0
2017-En-31404	@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please	0	1	0	0	1	0	0	0	0	0	0
2017-En-20045	@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare	0	1	0	1	0	0	0	0	1	0	0
2017-En-21522	There is nothing like being in the shower when the power goes out 😳 #creepy 	0	0	1	1	0	0	0	0	1	0	0
2017-En-31267	- blood and mucus and he chokes and has to swallow, mirth cut too short. 'Wrong answer.' It takes some awkward movements - @PersuasiveFuck	1	0	1	0	0	0	0	1	0	0	0
2017-En-31606	@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.	0	1	0	0	1	1	1	0	0	0	0
2017-En-40689	Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland	0	0	0	0	1	1	1	0	0	0	0
2017-En-30983	I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.	0	0	0	0	1	0	0	0	0	0	0
2017-En-20820	@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service	1	0	1	0	0	0	0	0	0	0	0
2017-En-41143	@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat	0	0	0	0	0	0	0	1	1	0	0
2017-En-40870	Refuse to let myself get discouraged.	0	0	0	0	1	0	1	0	0	0	1
2017-En-31553	Howling with laughter at “WELL DONE BEZZA!” #bakeoff #GBBO	0	0	0	0	1	0	1	0	0	0	0
2017-En-30853	@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb	0	0	0	0	1	1	1	0	0	0	1
2017-En-30920	Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH	0	0	0	0	1	1	1	0	0	1	0
2017-En-21993	@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 	0	0	0	1	0	0	0	0	1	0	0
2017-En-40277	@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;)	0	0	0	0	0	0	0	1	1	0	0
2017-En-11181	Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D	1	0	1	0	1	0	0	0	0	0	0
2017-En-30532	A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert  justice.	0	0	0	0	0	0	1	1	0	0	0
2017-En-11296	The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.	1	0	1	0	0	0	0	0	0	0	0
2017-En-20361	onus is on Pakistan' : @MEAIndia after #Uri #terror attack	1	0	1	1	0	0	0	0	1	0	0
2017-En-40939	Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch	1	1	0	0	0	0	0	0	1	0	0
2017-En-20749	Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.	1	0	1	0	0	0	0	0	1	0	0
2017-En-10495	#welfarereform should not be a 'model' for #snap.	0	0	1	0	0	0	0	0	1	0	0
2017-En-21856	@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are 	1	0	1	0	0	0	0	0	0	0	0
2017-En-31286	Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.	0	0	0	0	1	0	1	0	0	0	0
2017-En-41417	I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk	0	1	0	0	0	0	1	0	0	1	0
2017-En-10375	@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂	1	0	1	0	0	0	0	0	0	0	0
2017-En-40332	Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris	0	0	0	0	0	0	1	0	1	0	0
2017-En-31312	@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :)	0	1	0	0	0	0	0	0	0	0	0
2017-En-30923	So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour	0	0	0	0	1	0	1	0	0	0	0
2017-En-20143	# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news	1	1	1	0	0	0	0	0	0	0	0
2017-En-40754	Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies	0	1	0	0	1	0	0	0	0	0	0
2017-En-10791	ESPN just assumed I wanted their free magazines 	1	0	1	0	0	0	0	0	0	0	0
2017-En-21471	It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.	0	0	0	0	1	0	0	0	1	0	0
2017-En-21652	@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet	1	1	1	0	0	0	1	0	1	0	0
2017-En-21991	I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack	0	0	0	1	1	0	0	0	0	0	0
2017-En-21274	@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat	0	0	0	0	1	0	1	0	0	0	0
2017-En-40020	@Ashleyavitia_ don't leave me #sad	0	0	0	0	0	0	0	1	1	0	0
2017-En-41323	Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes	0	0	0	1	0	0	0	1	1	0	0
2017-En-30858	It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!	0	0	0	0	1	1	1	0	0	0	0
2017-En-10326	I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	1	0	0	0	0	0	0	0	0	0	0
2017-En-30212	The neighbor dancing in the Clayton Homes commercial is me. #hilarious	0	0	0	0	1	0	0	0	0	1	0
2017-En-10515	@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 	0	0	0	0	1	0	0	0	0	0	0
2017-En-11234	@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage	1	0	1	0	0	0	0	0	0	0	0
2017-En-41063	Rooney = whipping boy. #mufc 	0	0	0	0	1	0	0	0	0	0	0
2017-En-40077	@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.	0	0	1	1	0	0	0	1	1	0	0
2017-En-20969	How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam 	1	0	1	0	0	0	0	0	1	0	0
2017-En-22069	Side chick's be trying to fuck u like your going to forget about your wife when your done. 	1	0	1	0	0	0	0	0	0	0	0
2017-En-10351	@TillTheEndMMVI I accidetly dumped boiling water my myself 😫	1	0	1	0	0	0	0	0	1	0	0
2017-En-10716	Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness	0	0	0	0	0	0	1	0	0	0	0
2017-En-40779	@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org	0	0	0	0	0	0	0	0	0	0	0
2017-En-21525	What's up Cowboys? 	0	0	0	0	0	0	0	0	0	0	0
2017-En-41090	Don't get too close it's dark inside 🌫🌊	0	1	0	1	0	0	0	0	1	0	0
2017-En-10707	@l1ght__eyes u tried boiling em takes years too	0	0	0	0	0	0	0	0	1	0	0
2017-En-40125	I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol	0	0	0	0	1	0	0	0	1	0	0
2017-En-21807	Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable	0	0	0	1	0	0	1	0	0	0	0
2017-En-40355	We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!	0	1	0	0	0	0	1	0	1	0	0
2017-En-21351	@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice	1	0	1	0	0	0	0	0	1	0	0
2017-En-30217	@liamch88 yeah! :) playing well #optimism	0	0	0	0	1	0	1	0	0	0	0
2017-En-11378	How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat 	1	0	1	0	0	0	0	0	0	0	0
2017-En-20382	I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair	0	0	1	0	0	0	0	0	1	0	0
2017-En-10041	@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming	1	0	1	0	0	0	0	0	0	0	0
2017-En-40833	@Barcabhoy1 Of course not. Didn't sink his studs into a knee like Forrester	0	1	1	0	0	0	0	1	0	0	0
2017-En-10841	@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. 	0	1	0	0	0	0	1	0	0	0	0
2017-En-21829	@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific	1	0	1	1	0	0	0	0	1	0	0
2017-En-30749	f breezy	0	0	0	0	0	0	0	0	0	0	0
2017-En-30263	Peter is aesthetically pleasing to look at	0	0	0	0	1	1	1	0	0	0	0
2017-En-11144	@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.	1	0	0	0	0	0	0	0	0	0	0
2017-En-41213	Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou	0	0	0	0	0	0	1	0	1	0	0
2017-En-10154	@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming	1	0	1	0	0	0	0	0	0	0	0
2017-En-20005	@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him	0	0	0	1	0	0	0	0	1	0	0
2017-En-31492	@mywrldsbl I can be your wolf if you want. Hihi~ #breezy	0	0	0	0	1	1	1	0	0	0	0
2017-En-11402	@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming	1	0	1	0	0	0	0	0	1	0	0
2017-En-41110	ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂	0	1	0	0	1	0	0	0	0	0	0
2017-En-21732	On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife	0	0	0	0	0	0	0	0	0	1	0
2017-En-40016	We can't even grieve over one black body before another one pops up due to pig brutality	1	0	1	0	0	0	0	0	1	0	0
2017-En-41283	@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum	1	0	1	0	0	0	0	0	1	0	0
2017-En-10148	@cineworld 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡	1	0	1	0	0	0	0	0	0	0	0
2017-En-21888	If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.	1	0	1	0	0	0	0	0	0	0	0
2017-En-41455	@macmacm43 jeezus God 	0	0	0	0	1	0	0	0	0	0	0
2017-En-30204	the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me	0	0	0	0	1	0	1	0	0	0	0
2017-En-10369	I need some to help with my anger	1	0	0	0	0	0	0	0	0	0	0
2017-En-22222	Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬	0	0	0	1	1	0	0	0	0	0	0
2017-En-21999	Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey	0	0	0	0	0	0	0	0	1	0	0
2017-En-30035	second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering	0	0	0	0	1	1	0	0	0	0	0
2017-En-31430	Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」)	0	0	0	0	1	0	0	0	0	0	0
2017-En-41395	It's been 5 weeks and I still go through depression smh	0	0	0	0	0	0	0	1	1	0	0
2017-En-40064	We have left #Maine. #sadness	0	0	0	0	0	0	0	0	1	0	0
2017-En-40300	@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy	0	0	1	0	0	0	0	0	1	0	0
2017-En-20895	Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED 	1	0	1	1	0	0	0	0	0	0	0
2017-En-41067	I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad	0	0	1	0	0	0	0	1	1	0	0
2017-En-21533	“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious	0	0	0	1	0	0	1	0	0	0	1
